#
# National Water Information System
# 2018/03/05
#
#
# Date Retrieved: USGS Water Data for the Nation Help System
#
parm_cd	parm_nm	fxd_va	fxd_tx
71996	Water use, secondary	7311	Advertising services
71996	Water use, secondary	7321	Consumer credit and collection
71996	Water use, secondary	7331	Mailing, reproduction, commercial art & photography
71996	Water use, secondary	7341	Service to dwellings and other buildings
71996	Water use, secondary	7351	News syndicates
71996	Water use, secondary	7361	Employment services
71996	Water use, secondary	7372	Computer and data processing
71996	Water use, secondary	7391	Miscellaneous business services
71996	Water use, secondary	7512	Automotive and truck rental leasing without driver
71996	Water use, secondary	7523	Automobile parking
71996	Water use, secondary	7531	Automotive repair shops
71996	Water use, secondary	7542	Car washes
71996	Water use, secondary	7549	Automotive services - except repair
71996	Water use, secondary	7622	Miscellaneous repair services
71996	Water use, secondary	7813	Motion picture-t.v. services, theaters, except drive-ins
71996	Water use, secondary	7911	Recreation services, except theaters and public golf
71996	Water use, secondary	7992	Public golf courses
71996	Water use, secondary	7993	Coin operated amusement devices
71996	Water use, secondary	7996	Amusement parks, sports and recreation clubs, etc.
71996	Water use, secondary	8011	Health services (offices)
71996	Water use, secondary	8051	Nursing and personal care facilities
71996	Water use, secondary	8062	Hospitals
71996	Water use, secondary	8071	Medical and dental laboratories
71996	Water use, secondary	8081	Outpatient care fac
71996	Water use, secondary	8091	Health & allies services, not elsewhere classified
71996	Water use, secondary	8111	Legal services
71996	Water use, secondary	8211	Educational services, libraries and information centers
71996	Water use, secondary	8231	Social services & rehabilitation centers
71996	Water use, secondary	8411	Museums, art galleries, zoological & botanical gardens
71996	Water use, secondary	8611	Membership organizations
71996	Water use, secondary	8811	Private houses, condos, municipalities, & trailer parks
71996	Water use, secondary	8911	Miscellaneous services (eng.,ed., r&d, accounting, etc.)
71996	Water use, secondary	9111	Gov., legislative, justice, public order & safety misc.
71996	Water use, secondary	9411	Administration of human resources programs
71996	Water use, secondary	9511	Air & water resource, & solid waste management
71996	Water use, secondary	9512	Natural resource conservation by public administration
71996	Water use, secondary	9531	Admin. of housing & economic programs & internat'l affairs
71996	Water use, secondary	9999	Water compacts, agreements & legislative actions
71996	Water use, secondary	14911	Commercial electric energy establishments - fossil
71996	Water use, secondary	24911	Commercial electric energy establishments - geothermal
71996	Water use, secondary	34911	Commercial electric energy establishments - hydroelectric
71996	Water use, secondary	44911	Commercial electric energy establishments - nuclear
71997	Water use, tertiary	111	Cash grains
71997	Water use, tertiary	131	Field crops - except cash grains
71997	Water use, tertiary	161	Vegetables and melons
71997	Water use, tertiary	171	Fruits and tree nuts
71997	Water use, tertiary	181	Horticultural specialties
71997	Water use, tertiary	191	General farm crops
71997	Water use, tertiary	211	Livestock
71997	Water use, tertiary	251	Poultry and eggs
71997	Water use, tertiary	271	Animal specialties
71997	Water use, tertiary	291	General farms - primarily livestock
71997	Water use, tertiary	711	Agricultural services - soil prep, crop plantings, etc.
71997	Water use, tertiary	741	Veterinary services
71997	Water use, tertiary	761	Animal services, farm labor and management
71997	Water use, tertiary	811	Forestry
71997	Water use, tertiary	912	Fish and wildlife farming
71997	Water use, tertiary	1011	Metal mining
71997	Water use, tertiary	1111	Anthracite mining
71997	Water use, tertiary	1211	Bituminous coal and lignite mining
71997	Water use, tertiary	1311	Oil and gas extraction
71997	Water use, tertiary	1411	Mining and quarrying of nonmetalic minerals, - nonfuel
71997	Water use, tertiary	1521	Building construction
71997	Water use, tertiary	1611	Construction - other than building
71997	Water use, tertiary	1711	Special trade (plumbing, heat, air, elec., masonry, etc.)
71997	Water use, tertiary	2011	Manufacturing - meat products
71997	Water use, tertiary	2016	Poultry and egg plants
71997	Water use, tertiary	2021	Dairy products
71997	Water use, tertiary	2032	Canned & preserved fruits and vegetables
71997	Water use, tertiary	2041	Grain mill products
71997	Water use, tertiary	2051	Bakery products
71997	Water use, tertiary	2061	Sugar and confectionery products
71997	Water use, tertiary	2074	Fats and oils
71997	Water use, tertiary	2084	Beverages - alcoholic & soft drinks, syrups & extracts
71997	Water use, tertiary	2091	Miscellaneous food preparations
71997	Water use, tertiary	2111	Tobacco manufacturers
71997	Water use, tertiary	2211	Textile mill products
71997	Water use, tertiary	2311	Apparel - products from fabrics
71997	Water use, tertiary	2411	Lumber & wood products except furniture
71997	Water use, tertiary	2511	Furniture and fixtures
71997	Water use, tertiary	2611	Paper and allied products
71997	Water use, tertiary	2711	Printing, publishing, & allied industries
71997	Water use, tertiary	2821	Chemicals and allied products
71997	Water use, tertiary	2911	Petroleum refining and related products
71997	Water use, tertiary	3011	Rubber and miscellaneous plastic products
71997	Water use, tertiary	3111	Leather and leather products
71997	Water use, tertiary	3211	Stone, clay, glass, and concrete products
71997	Water use, tertiary	3281	Cut stone and stone products
71997	Water use, tertiary	3291	Abrasive, asbestos, & miscellaneous nonmetalic products
71997	Water use, tertiary	3312	Blast furnaces, steel works, & rolling & finishing mills
71997	Water use, tertiary	3411	Metal products & trans. equipment (no machinery)
71997	Water use, tertiary	3511	Machinery, except electrical
71997	Water use, tertiary	3612	Electrical & electronic machinery, equipment & supplies
71997	Water use, tertiary	3711	Transportation equipment repairing and parts
71997	Water use, tertiary	3811	Measuring, analyzing, & controlling instruments
71997	Water use, tertiary	3911	Miscellaneous manufacturing industries
71997	Water use, tertiary	4011	Transportation - trains, taxicabs, aircraft
71997	Water use, tertiary	4212	Motor freight transportation and warehousing
71997	Water use, tertiary	4311	U.S. postal service
71997	Water use, tertiary	4411	Water transportation
71997	Water use, tertiary	4423	Water recreation on bays, lakes, rivers, & canals
71997	Water use, tertiary	4511	Transportation by air
71997	Water use, tertiary	4612	Pipelines - except natural gas
71997	Water use, tertiary	4811	Communications
71997	Water use, tertiary	4922	Gas production and distribution; elec. and gas service
71997	Water use, tertiary	4941	Water supply
71997	Water use, tertiary	4952	Sewerage systems
71997	Water use, tertiary	4961	Public steam supply
71997	Water use, tertiary	4971	Irrigation systems
71997	Water use, tertiary	5012	Wholesale trade - durable goods
71997	Water use, tertiary	5111	Wholesale trade - nondurable goods
71997	Water use, tertiary	5211	Building materials, hardware, garden supply
71997	Water use, tertiary	5311	General merchandise stores
71997	Water use, tertiary	5411	Food stores
71997	Water use, tertiary	5511	Auto. dealers and gasoline service stations
71997	Water use, tertiary	5611	Apparel and accessory stores
71997	Water use, tertiary	5712	Furniture, home furnishing, and equipment stores
71997	Water use, tertiary	5812	Eating and drinking places
71997	Water use, tertiary	5912	Miscellaneous retail - drug, liquor, book, camera, etc.
71997	Water use, tertiary	6011	Banking
71997	Water use, tertiary	6112	Credit agencies
71997	Water use, tertiary	6212	Security and commodity brokers, dealers, and services
71997	Water use, tertiary	6311	Insurance
71997	Water use, tertiary	6512	Real estate
71997	Water use, tertiary	6711	Holding and other investment offices
71997	Water use, tertiary	7011	Hotels, motels, tourist courts
71997	Water use, tertiary	7021	Rooming and boarding houses
71997	Water use, tertiary	7032	Camps, transient trailer parks, & camp sites
71997	Water use, tertiary	7041	Organization hotels and membership lodging houses
71997	Water use, tertiary	7211	Laundry, cleaning, and garment services
71997	Water use, tertiary	7221	Shops - photo, beauty, barber, shoe, funeral services
71997	Water use, tertiary	7311	Advertising services
71997	Water use, tertiary	7321	Consumer credit and collection
71997	Water use, tertiary	7331	Mailing, reproduction, commercial art & photography
71997	Water use, tertiary	7341	Service to dwellings and other buildings
71997	Water use, tertiary	7351	News syndicates
71997	Water use, tertiary	7361	Employment services
71997	Water use, tertiary	7372	Computer and data processing
71997	Water use, tertiary	7391	Miscellaneous business services
71997	Water use, tertiary	7512	Automotive and truck rental leasing without driver
71997	Water use, tertiary	7523	Automobile parking
71997	Water use, tertiary	7531	Automotive repair shops
71997	Water use, tertiary	7542	Car washes
71997	Water use, tertiary	7549	Automotive services - except repair
71997	Water use, tertiary	7622	Miscellaneous repair services
71997	Water use, tertiary	7813	Motion picture-t.v. services, theaters, except drive-ins
71997	Water use, tertiary	7911	Recreation services, except theaters and public golf
71997	Water use, tertiary	7992	Public golf courses
71997	Water use, tertiary	7993	Coin operated amusement devices
71997	Water use, tertiary	7996	Amusement parks, sports and recreation clubs, etc.
71997	Water use, tertiary	8011	Health services (offices)
71997	Water use, tertiary	8051	Nursing and personal care facilities
71997	Water use, tertiary	8062	Hospitals
71997	Water use, tertiary	8071	Medical and dental laboratories
71997	Water use, tertiary	8081	Outpatient care fac
71997	Water use, tertiary	8091	Health & allies services, not elsewhere classified
71997	Water use, tertiary	8111	Legal services
71997	Water use, tertiary	8211	Educational services, libraries and information centers
71997	Water use, tertiary	8231	Social services & rehabilitation centers
71997	Water use, tertiary	8411	Museums, art galleries, zoological & botanical gardens
71997	Water use, tertiary	8611	Membership organizations
71997	Water use, tertiary	8811	Private houses, condos, municipalities, & trailer parks
71997	Water use, tertiary	8911	Miscellaneous services (eng.,ed., r&d, accounting, etc.)
71997	Water use, tertiary	9111	Gov., legislative, justice, public order & safety misc.
71997	Water use, tertiary	9411	Administration of human resources programs
71997	Water use, tertiary	9511	Air & water resource, & solid waste management
71997	Water use, tertiary	9512	Natural resource conservation by public administration
71997	Water use, tertiary	9531	Admin. of housing & economic programs & internat'l affairs
71997	Water use, tertiary	9999	Water compacts, agreements & legislative actions
71997	Water use, tertiary	14911	Commercial electric energy establishments - fossil
71997	Water use, tertiary	24911	Commercial electric energy establishments - geothermal
71997	Water use, tertiary	34911	Commercial electric energy establishments - hydroelectric
71997	Water use, tertiary	44911	Commercial electric energy establishments - nuclear
71998	Water use, quaternary	111	Cash grains
71998	Water use, quaternary	131	Field crops - except cash grains
71998	Water use, quaternary	161	Vegetables and melons
71998	Water use, quaternary	171	Fruits and tree nuts
71998	Water use, quaternary	181	Horticultural specialties
71998	Water use, quaternary	191	General farm crops
71998	Water use, quaternary	211	Livestock
71998	Water use, quaternary	251	Poultry and eggs
71998	Water use, quaternary	271	Animal specialties
71998	Water use, quaternary	291	General farms - primarily livestock
71998	Water use, quaternary	711	Agricultural services - soil prep, crop plantings, etc.
71998	Water use, quaternary	741	Veterinary services
71998	Water use, quaternary	761	Animal services, farm labor and management
71998	Water use, quaternary	811	Forestry
71998	Water use, quaternary	912	Fish and wildlife farming
71998	Water use, quaternary	1011	Metal mining
71998	Water use, quaternary	1111	Anthracite mining
71998	Water use, quaternary	1211	Bituminous coal and lignite mining
71998	Water use, quaternary	1311	Oil and gas extraction
71998	Water use, quaternary	1411	Mining and quarrying of nonmetalic minerals, - nonfuel
71998	Water use, quaternary	1521	Building construction
71998	Water use, quaternary	1611	Construction - other than building
71998	Water use, quaternary	1711	Special trade (plumbing, heat, air, elec., masonry, etc.)
71998	Water use, quaternary	2011	Manufacturing - meat products
71998	Water use, quaternary	2016	Poultry and egg plants
71998	Water use, quaternary	2021	Dairy products
71998	Water use, quaternary	2032	Canned & preserved fruits and vegetables
71998	Water use, quaternary	2041	Grain mill products
71998	Water use, quaternary	2051	Bakery products
71998	Water use, quaternary	2061	Sugar and confectionery products
71998	Water use, quaternary	2074	Fats and oils
71998	Water use, quaternary	2084	Beverages - alcoholic & soft drinks, syrups & extracts
71998	Water use, quaternary	2091	Miscellaneous food preparations
71998	Water use, quaternary	2111	Tobacco manufacturers
71998	Water use, quaternary	2211	Textile mill products
71998	Water use, quaternary	2311	Apparel - products from fabrics
71998	Water use, quaternary	2411	Lumber & wood products except furniture
71998	Water use, quaternary	2511	Furniture and fixtures
71998	Water use, quaternary	2611	Paper and allied products
71998	Water use, quaternary	2711	Printing, publishing, & allied industries
71998	Water use, quaternary	2821	Chemicals and allied products
71998	Water use, quaternary	2911	Petroleum refining and related products
71998	Water use, quaternary	3011	Rubber and miscellaneous plastic products
71998	Water use, quaternary	3111	Leather and leather products
71998	Water use, quaternary	3211	Stone, clay, glass, and concrete products
71998	Water use, quaternary	3281	Cut stone and stone products
71998	Water use, quaternary	3291	Abrasive, asbestos, & miscellaneous nonmetalic products
71998	Water use, quaternary	3312	Blast furnaces, steel works, & rolling & finishing mills
71998	Water use, quaternary	3411	Metal products & trans. equipment (no machinery)
71998	Water use, quaternary	3511	Machinery, except electrical
71998	Water use, quaternary	3612	Electrical & electronic machinery, equipment & supplies
71998	Water use, quaternary	3711	Transportation equipment repairing and parts
71998	Water use, quaternary	3811	Measuring, analyzing, & controlling instruments
71998	Water use, quaternary	3911	Miscellaneous manufacturing industries
71998	Water use, quaternary	4011	Transportation - trains, taxicabs, aircraft
71998	Water use, quaternary	4212	Motor freight transportation and warehousing
71998	Water use, quaternary	4311	U.S. postal service
71998	Water use, quaternary	4411	Water transportation
71998	Water use, quaternary	4423	Water recreation on bays, lakes, rivers, & canals
71998	Water use, quaternary	4511	Transportation by air
71998	Water use, quaternary	4612	Pipelines - except natural gas
71998	Water use, quaternary	4811	Communications
71998	Water use, quaternary	4922	Gas production and distribution; elec. and gas service
71998	Water use, quaternary	4941	Water supply
71998	Water use, quaternary	4952	Sewerage systems
71998	Water use, quaternary	4961	Public steam supply
71998	Water use, quaternary	4971	Irrigation systems
71998	Water use, quaternary	5012	Wholesale trade - durable goods
71998	Water use, quaternary	5111	Wholesale trade - nondurable goods
71998	Water use, quaternary	5211	Building materials, hardware, garden supply
71998	Water use, quaternary	5311	General merchandise stores
71998	Water use, quaternary	5411	Food stores
71998	Water use, quaternary	5511	Auto. dealers and gasoline service stations
71998	Water use, quaternary	5611	Apparel and accessory stores
71998	Water use, quaternary	5712	Furniture, home furnishing, and equipment stores
71998	Water use, quaternary	5812	Eating and drinking places
71998	Water use, quaternary	5912	Miscellaneous retail - drug, liquor, book, camera, etc.
71998	Water use, quaternary	6011	Banking
71998	Water use, quaternary	6112	Credit agencies
71998	Water use, quaternary	6212	Security and commodity brokers, dealers, and services
71998	Water use, quaternary	6311	Insurance
71998	Water use, quaternary	6512	Real estate
71998	Water use, quaternary	6711	Holding and other investment offices
71998	Water use, quaternary	7011	Hotels, motels, tourist courts
71998	Water use, quaternary	7021	Rooming and boarding houses
71998	Water use, quaternary	7032	Camps, transient trailer parks, & camp sites
71998	Water use, quaternary	7041	Organization hotels and membership lodging houses
71998	Water use, quaternary	7211	Laundry, cleaning, and garment services
71998	Water use, quaternary	7221	Shops - photo, beauty, barber, shoe, funeral services
71998	Water use, quaternary	7311	Advertising services
71998	Water use, quaternary	7321	Consumer credit and collection
71998	Water use, quaternary	7331	Mailing, reproduction, commercial art & photography
71998	Water use, quaternary	7341	Service to dwellings and other buildings
71998	Water use, quaternary	7351	News syndicates
71998	Water use, quaternary	7361	Employment services
71998	Water use, quaternary	7372	Computer and data processing
71998	Water use, quaternary	7391	Miscellaneous business services
71998	Water use, quaternary	7512	Automotive and truck rental leasing without driver
71998	Water use, quaternary	7523	Automobile parking
71998	Water use, quaternary	7531	Automotive repair shops
71998	Water use, quaternary	7542	Car washes
71998	Water use, quaternary	7549	Automotive services - except repair
71998	Water use, quaternary	7622	Miscellaneous repair services
71998	Water use, quaternary	7813	Motion picture-t.v. services, theaters, except drive-ins
71998	Water use, quaternary	7911	Recreation services, except theaters and public golf
71998	Water use, quaternary	7992	Public golf courses
71998	Water use, quaternary	7993	Coin operated amusement devices
71998	Water use, quaternary	7996	Amusement parks, sports and recreation clubs, etc.
71998	Water use, quaternary	8011	Health services (offices)
71998	Water use, quaternary	8051	Nursing and personal care facilities
71998	Water use, quaternary	8062	Hospitals
71998	Water use, quaternary	8071	Medical and dental laboratories
71998	Water use, quaternary	8081	Outpatient care fac
71998	Water use, quaternary	8091	Health & allies services, not elsewhere classified
71998	Water use, quaternary	8111	Legal services
71998	Water use, quaternary	8211	Educational services, libraries and information centers
71998	Water use, quaternary	8231	Social services & rehabilitation centers
71998	Water use, quaternary	8411	Museums, art galleries, zoological & botanical gardens
71998	Water use, quaternary	8611	Membership organizations
71998	Water use, quaternary	8811	Private houses, condos, municipalities, & trailer parks
71998	Water use, quaternary	8911	Miscellaneous services (eng.,ed., r&d, accounting, etc.)
71998	Water use, quaternary	9111	Gov., legislative, justice, public order & safety misc.
71998	Water use, quaternary	9411	Administration of human resources programs
71998	Water use, quaternary	9511	Air & water resource, & solid waste management
71998	Water use, quaternary	9512	Natural resource conservation by public administration
71998	Water use, quaternary	9531	Admin. of housing & economic programs & internat'l affairs
71998	Water use, quaternary	9999	Water compacts, agreements & legislative actions
71998	Water use, quaternary	14911	Commercial electric energy establishments - fossil
71998	Water use, quaternary	24911	Commercial electric energy establishments - geothermal
71998	Water use, quaternary	34911	Commercial electric energy establishments - hydroelectric
71998	Water use, quaternary	44911	Commercial electric energy establishments - nuclear
71999	Sample purpose	10	Routine
71999	Sample purpose	15	NAWQA - National Water-Quality Assessment
71999	Sample purpose	20	NASQAN - National Stream Quality Accounting Network
71999	Sample purpose	30	Benchmark
71999	Sample purpose	35	RASA - Regional Aquifer Systems Analysis
71999	Sample purpose	40	SW Network
71999	Sample purpose	50	GW Network
71999	Sample purpose	60	Lowflow Network
71999	Sample purpose	70	Highflow Network
71999	Sample purpose	80	Acid rain
71999	Sample purpose	80.01	Bulk or undefined (bu)
71999	Sample purpose	80.02	Sample related problem (ns)
71999	Sample purpose	80.03	Dry wet-side sample (na)
71999	Sample purpose	80.04	Completely missing samples (un)
71999	Sample purpose	80.05	Long duration sample (ld)
71999	Sample purpose	80.06	Sampling protocol (time) (sp)
71999	Sample purpose	80.07	Sampler malfunction (s)
71999	Sample purpose	90	Snow survey
71999	Sample purpose	100	Mt. St. Helens
71999	Sample purpose	110	Seepage study
71999	Sample purpose	120	Irrigation effects
71999	Sample purpose	130	Recharge
71999	Sample purpose	140	Injection
71999	Sample purpose	150	Bank erodibility
71999	Sample purpose	160	National blank and spike program
71999	Sample purpose	170	Quality assurance
71999	Sample purpose	180	Cross-section variation
71999	Sample purpose	190	Groundwater/Surface-water Interaction Study
71999	Sample purpose	25	NMN - National Monitoring Network
71999	Sample purpose	145	Tracer Test
71999	Sample purpose	200	Oil spill response
71999	Sample purpose	210	National Children's Study
71999	Sample purpose	220	Great Lakes Restoration Initiative
72005	Sample source	0.01	Airline measurement
72005	Sample source	0.02	Analog or graphic recorder
72005	Sample source	0.03	Calibrated airline measurement
72005	Sample source	0.04	Estimated
72005	Sample source	0.05	Pressure-gage measurement
72005	Sample source	0.06	Calibrated pressure-gage measurement
72005	Sample source	0.07	Interpreted from geophysical logs
72005	Sample source	0.08	Manometer measurement
72005	Sample source	0.09	Nonrecording gage
72005	Sample source	0.1	Reported, method not known
72005	Sample source	0.11	Steel-tape measurement
72005	Sample source	0.12	Electric-tape measurement
72005	Sample source	0.13	Calibrated electric-tape measurement
72005	Sample source	0.14	Other
72005	Sample source	1	Well head
72005	Sample source	2	Drill stem test
72005	Sample source	3	Separator
72005	Sample source	4	Boiler
72005	Sample source	5	Flow line
72005	Sample source	6	Battery
72005	Sample source	7	Undesignated
72005	Sample source	8	Tank
72005	Sample source	9	Production test
72005	Sample source	10	Heater treater
72005	Sample source	11	Gun barrel
72005	Sample source	12	Swab
72005	Sample source	13	Pit
72005	Sample source	14	Manifold test
72005	Sample source	15	Gas line drip
72005	Sample source	16	Casing leak
72005	Sample source	17	Wire line test
72005	Sample source	18	Header
72005	Sample source	19	Filter
72005	Sample source	20	Test tool
72005	Sample source	21	Ltx unit
72005	Sample source	22	Knockout
72005	Sample source	23	Well bleeder
72005	Sample source	24	Fracture test
72005	Sample source	25	Test wagon
72005	Sample source	26	Pump
72005	Sample source	27	Tap near well
72005	Sample source	28	Tap away from well
72005	Sample source	29	Bucket
72005	Sample source	30	Pressure tank
72005	Sample source	31	Discharge pipe
72005	Sample source	32	Foerst sampler
72005	Sample source	33	Bailer
72005	Sample source	34	Drain line
72005	Sample source	35	Injection pump
72005	Sample source	36	Spot sample in fluid column
72005	Sample source	37	Tank battery including gun barrel
72005	Sample source	38	Windmill
72005	Sample source	39	Water siphon
72005	Sample source	40	Special
72005	Sample source	41	Municipal and domestic waste
72005	Sample source	42	Industrial waste
72005	Sample source	43	Storm water (prior to entering natural channels)
72005	Sample source	44	Public water supplies (treated water)
72005	Sample source	45	Mine water
72005	Sample source	46	Public water supplies (untreated water)
72005	Sample source	47	Water well
72005	Sample source	48	Multiple water wells
72005	Sample source	49	Oil well
72005	Sample source	50	Multi-oil well
72005	Sample source	51	Gas well
72005	Sample source	52	Multi-gas well
72005	Sample source	53	Oil and gas well
72005	Sample source	54	Multi-oil and gas well
72005	Sample source	55	Drilled and abandoned well
72005	Sample source	56	Plugged and abandoned well
72005	Sample source	57	Junked and abandoned well
72005	Sample source	58	Temporarily abandoned well
72005	Sample source	59	Abandoned oil well
72005	Sample source	60	Abandoned gas well
72005	Sample source	61	Salt-water supply well
72005	Sample source	62	Salt-water disposal well
72005	Sample source	63	Injection well
72005	Sample source	64	Service well
72005	Sample source	65	Wetland ecosystem
72005	Sample source	66	Dredge wake
72005	Sample source	67	Mainstream
72005	Sample source	68	Overbank
72005	Sample source	69	Composited public water supply(untreated water)
72005	Sample source	70	Composited public water supply(treated water)
72005	Sample source	72	Interstitial water
72005	Sample source	74	Lysimeter
72005	Sample source	76	Oil or gas test well converted to water well
72005	Sample source	77	Surficial bank
72005	Sample source	78	Interior bank
72005	Sample source	79	Before pressure tank
72005	Sample source	80	After pressure tank
72005	Sample source	86	Hyporheic zone
72005	Sample source	88	Seepage Meter
72005	Sample source	100	Domestic supply-untreated
72005	Sample source	110	Domestic supply-treated
72005	Sample source	1001	Wet deposition
72005	Sample source	1002	Dustfall
72005	Sample source	1003	Landfill
72005	Sample source	1004	Cast overburden
72005	Sample source	1005	Street sweeping
72005	Sample source	1006	Landfill seep
72005	Sample source	89	Depressurizing well
72006	Sampling condition	0.01	The site was dry (no water level is recorded)
72006	Sampling condition	0.02	The site had been flowing recently
72006	Sampling condition	0.03	The site was flowing, head could not be measured
72006	Sampling condition	0.04	A nearby site that taps the aquifer was flowing
72006	Sampling condition	0.05	Nearby site tapping same aquifer had been flowing recently
72006	Sampling condition	0.06	Injector site
72006	Sampling condition	0.07	Injector site monitor
72006	Sampling condition	0.08	Measurement discontinued
72006	Sampling condition	0.09	Obstruction encountered in well above water surface
72006	Sampling condition	0.1	The site was being pumped
72006	Sampling condition	0.11	The site had been pumped recently
72006	Sampling condition	0.12	Nearby site tapping the same aquifer was being pumped
72006	Sampling condition	0.13	Nearby site tapping the same aquifer was pumped recently
72006	Sampling condition	0.14	Foreign substance present on the surface of the water
72006	Sampling condition	0.15	Well destroyed
72006	Sampling condition	0.16	Water level affected by stage in nearby site
72006	Sampling condition	0.17	Other conditions affecting the measured water level
72006	Sampling condition	1	Testing
72006	Sampling condition	2	Undesignated
72006	Sampling condition	3	Swabbing
72006	Sampling condition	4	Flowing
72006	Sampling condition	5	Reversing out
72006	Sampling condition	6	Flowing on gas lift
72006	Sampling condition	7	After acidizing
72006	Sampling condition	8	Pumping
72006	Sampling condition	9	Millipore filter
72006	Sampling condition	10	Open hole
72006	Sampling condition	11	Flowing on drill stem test
72006	Sampling condition	12	After drill stem test
72006	Sampling condition	15	Bailing
72006	Sampling condition	16	After perforation
72006	Sampling condition	17	Tubing flow
72006	Sampling condition	18	Producing
72006	Sampling condition	19	Circulating
72006	Sampling condition	20	Flowing on production test
72006	Sampling condition	21	Flowing on potential test
72006	Sampling condition	22	Lifting
72006	Sampling condition	23	Flowing to pit
72006	Sampling condition	24	Water flooding
72006	Sampling condition	25	Jetting
72006	Sampling condition	26	Production and development test
72006	Sampling condition	27	Production by unknown method
72006	Sampling condition	30	Seeping
72006	Sampling condition	31	Nearby well pumping
72006	Sampling condition	32	Nearby well taking water
72006	Sampling condition	33	Well taking water
72219	Sampler nozzle material	1	Brass
72219	Sampler nozzle material	2	Plastic
72219	Sampler nozzle material	3	Tetrafluoroethylene
72220	Sampler nozzle diameter	3	Three-sixteenths of an inch
72220	Sampler nozzle diameter	4	One-fourth of an inch
72220	Sampler nozzle diameter	5	Five-sixteenths of an inch
74200	Sample preservation	1	FA, Polyethylene bottle, 250 mL, acid rinsed
74200	Sample preservation	3	FAB, Teflon bottle, 250 mL, acid rinsed
74200	Sample preservation	5	FAR, Polyethylene bottle, 1L, acid rinsed
74200	Sample preservation	7	FC, Brown polyethylene bottle, size dependent on lab sched
74200	Sample preservation	9	FU, poly bottle, field rinsed
74200	Sample preservation	11	RA, Polyethylene bottle, acid-rinsed, 250 mL
74200	Sample preservation	13	RAB, Teflon bottle, acid rinsed, 250 mL
74200	Sample preservation	15	RAE, Polyethylene bottle, acid-rinsed, 250 mL
74200	Sample preservation	17	RAH, Polyethylene bottle, acid-rinsed, 250 mL
74200	Sample preservation	19	RC, brown poly bottle, field rinsed, 250 mL
74200	Sample preservation	21	RU, Polyethylene bottle, size dependent on lab sched
74200	Sample preservation	23	RUR, Polyethylene bottle, polyseal cap, 250 or 500 mL, or1L
74200	Sample preservation	25	LC0023 or RCN, Polyethylene bottle, 250 mL
74200	Sample preservation	27	LC0076 or COD, Glass bottle, 125 mL, baked at 450 deg C
74200	Sample preservation	29	LC0089, Polyethylene bottle, 250 mL
74200	Sample preservation	31	LC0239, Poly Bottle, Acid Rinsed, 1 L
74200	Sample preservation	33	Contact NWQL
74200	Sample preservation	35	LC0300, glass bottle, field rinsed, 250 mL
74200	Sample preservation	39	LC0439, steel barrel
74200	Sample preservation	41	LC0440, Glass bottle, narrow-neck, polyethylene seal cap,1L
74200	Sample preservation	43	LC0452, Polyethylene bottle, polyethylene seal cap, 125 mL
74200	Sample preservation	45	LC0489, Glass or polyethylene bottle, 125 mL
74200	Sample preservation	47	LC0490, Contact NWQL
74200	Sample preservation	49	LC0491, Contact NWQL
74200	Sample preservation	51	LC0880 or FCN, Polyethylene bottle, 250 mL
74200	Sample preservation	53	LC0995, Contact NWQL
74200	Sample preservation	55	LC0996, Glass bottle, field rinsed
74200	Sample preservation	57	LC0997, Contact NWQL
74200	Sample preservation	59	CL, septum bottle, 40 mL
74200	Sample preservation	61	GCC, Amber glass bottle, baked at 450 degrees C, 1L
74200	Sample preservation	63	GCV, Amber glass septum vial, 40 mL
74200	Sample preservation	65	RCB, Polyethylene bottle, 250 mL (Same as fixed value 79)
74200	Sample preservation	67	LC0052 or PHE, Glass bottle, baked, 500 mL
74200	Sample preservation	69	LC0113 or DOC, Amber glass bottle, baked at 450 deg C,125mL
74200	Sample preservation	71	LC0114 or TOC, Amber glass bottle, baked at 450 deg C,125mL
74200	Sample preservation	73	LC0127, Amber oil & grease bottle, baked @450deg C, 125 mL
74200	Sample preservation	75	LC0305 or SOC, 0.45 um silver filter in a petri dish
74200	Sample preservation	77	FU, Polyethylene bottle, size dependent on laboratory sched
74200	Sample preservation	79	RCB, Polyethylene bottle, 250 mL (Same as fixed value 65)
74200	Sample preservation	81	RU, poly bottle, field rinsed, 500 mL
74200	Sample preservation	83	LC0050 or TBY, Polyethylene bottle, 125 mL
74200	Sample preservation	85	LC0169 or SUSO, Polyethylene bottle, 500 mL
74200	Sample preservation	87	CC, plastic freezer carton, 1 pt
74200	Sample preservation	89	CU, plastic freezer carton, 1 pt
74200	Sample preservation	91	BGC, wide mouth glass bottle, 1 L
74200	Sample preservation	93	CC, Plastic Freezer Carton, 1 Pt
74200	Sample preservation	95	PP, Contact NWQL
74200	Sample preservation	97	SIZE, untreated
74200	Sample preservation	99	BEN, poly bottle, wide mouth
74200	Sample preservation	101	CHE, glass jar, wide mouth
74200	Sample preservation	103	CHY, glass vial
74200	Sample preservation	105	DIA, contact Atlanta Central Laboratory
74200	Sample preservation	107	PER, contact Atlanta Central Laboratory
74200	Sample preservation	109	SHY, poly bottle
74200	Sample preservation	111	ST, poly bottle
74200	Sample preservation	113	ZOO, contact Atlanta Central Laboratory
74200	Sample preservation	115	LC0055, poly bottle
74200	Sample preservation	117	LC0438, Contact NWQL
74200	Sample preservation	119	LC0616, glass vial
